# Matter power spectrum P(k) at redshift z=0
# for k=2.09641e-07 to 10.5177 h/Mpc,
# number of wavenumbers equal to 139
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       2.096413626696e-07       1.815895978211e+01 
       2.639228388279e-07       2.128920115975e+01 
       3.322591685533e-07       1.595466738902e+02 
       4.182895105934e-07       2.715078684852e+03 
       5.265952943730e-07       6.535069557807e+03 
       6.629441978173e-07       2.488613381567e+02 
       8.345972972337e-07       4.315381208972e+01 
       1.050695746102e-06       5.371507158664e+01 
       1.322747574832e-06       3.727306598000e+01 
       1.665240535345e-06       1.286812210553e+01 
       2.096413626696e-06       4.970512458828e+01 
       2.639228388279e-06       2.901156407975e+01 
       3.322591685533e-06       4.624740734381e+01 
       4.182895105934e-06       3.310335268972e+01 
       5.265952943730e-06       3.748066872843e+01 
       6.629441978173e-06       3.977892741821e+01 
       8.345972972337e-06       4.386665872555e+01 
       1.050695746102e-05       4.555643586824e+01 
       1.322747574832e-05       5.855406788261e+01 
       1.665240535345e-05       7.289137297242e+01 
       2.096413626696e-05       9.236858813115e+01 
       2.639228388279e-05       1.155192411383e+02 
       3.322591685533e-05       1.447610550012e+02 
       4.182895105934e-05       1.811062375663e+02 
       5.265952943730e-05       2.261526697559e+02 
       6.629441978173e-05       2.824932057981e+02 
       8.345972972338e-05       3.526865056230e+02 
       1.050695746102e-04       4.404844965617e+02 
       1.322747574832e-04       5.503008931300e+02 
       1.665240535345e-04       6.872617225340e+02 
       2.096413626696e-04       8.581497599022e+02 
       2.639228388279e-04       1.071243274564e+03 
       3.322591685533e-04       1.336829255263e+03 
       4.182895105934e-04       1.667416188869e+03 
       5.265952943730e-04       2.078178805481e+03 
       6.629441978173e-04       2.587306162732e+03 
       8.345972972338e-04       3.216251575107e+03 
       1.050695746102e-03       3.989818097983e+03 
       1.322747574832e-03       4.934857620798e+03 
       1.665240535345e-03       6.080826069377e+03 
       2.096413626696e-03       7.455902719305e+03 
       2.639228388279e-03       9.083081237149e+03 
       3.322591685533e-03       1.097402988081e+04 
       4.182895105934e-03       1.312024996999e+04 
       5.265952943730e-03       1.548134198591e+04 
       6.629441978173e-03       1.795292106504e+04 
       8.345972972338e-03       2.038951489070e+04 
       1.050695746102e-02       2.256914474260e+04 
       1.322747574832e-02       2.417754438905e+04 
       1.665240535343e-02       2.482732230598e+04 
       2.096413609627e-02       2.413483002197e+04 
       2.639215465740e-02       2.191717579517e+04 
       3.320810985182e-02       1.851092323322e+04 
       4.123873045233e-02       1.509415460354e+04 
       4.800631690214e-02       1.313849231923e+04 
       5.291490530584e-02       1.217916592568e+04 
       5.696320337455e-02       1.158256564613e+04 
       6.057797191643e-02       1.113302286684e+04 
       6.394946855535e-02       1.074005341703e+04 
       6.717839874298e-02       1.035791946859e+04 
       7.032514807126e-02       9.961985148171e+03 
       7.342938253752e-02       9.540448805988e+03 
       7.651905782192e-02       9.090196893557e+03 
       7.961503122780e-02       8.614940645207e+03 
       8.273362449863e-02       8.123284453137e+03 
       8.588814242288e-02       7.627374790909e+03 
