# Matter power spectrum P(k) at redshift z=0
# for k=1.04968e-05 to 1.07677 h/Mpc,
# number of wavenumbers equal to 112
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.049679010621e-05       4.505508611703e+01 
       1.321467580698e-05       5.660447246693e+01 
       1.663629118203e-05       7.224570299333e+01 
       2.094384972706e-05       9.138448698354e+01 
       2.636674464220e-05       1.146249578135e+02 
       3.319376485635e-05       1.445299416720e+02 
       4.178847409078e-05       1.792692690985e+02 
       5.260857195298e-05       2.243574267596e+02 
       6.623026810981e-05       2.802794533062e+02 
       8.337896755338e-05       3.502300391924e+02 
       1.049679010621e-04       4.373976766196e+02 
       1.321467580698e-04       5.462451674970e+02 
       1.663629118203e-04       6.821369849390e+02 
       2.094384972706e-04       8.517382414901e+02 
       2.636674464220e-04       1.063296959274e+03 
       3.319376485635e-04       1.326994481377e+03 
       4.178847409078e-04       1.655246527355e+03 
       5.260857195298e-04       2.063148949995e+03 
       6.623026810981e-04       2.568767418236e+03 
       8.337896755338e-04       3.193333032407e+03 
       1.049679010621e-03       3.961215896113e+03 
       1.321467580698e-03       4.899346980967e+03 
       1.663629118203e-03       6.035591909769e+03 
       2.094384972706e-03       7.396444229965e+03 
       2.636674464220e-03       9.002423285513e+03 
       3.319376485635e-03       1.086213906203e+04 
       4.178847409078e-03       1.296373714767e+04 
       5.260857195298e-03       1.526386202815e+04 
       6.623026810981e-03       1.767410300542e+04 
       8.337896755338e-03       2.004554575009e+04 
       1.049679010621e-02       2.215158845533e+04 
       1.321467580698e-02       2.368465797150e+04 
       1.663629118200e-02       2.427054145447e+04 
       2.094384956115e-02       2.353922932019e+04 
       2.636661815037e-02       2.132175648015e+04 
       3.317623484010e-02       1.795458652489e+04 
       4.120444211505e-02       1.458949986783e+04 
       4.798009889481e-02       1.266160179211e+04 
       5.289273859712e-02       1.171420779405e+04 
       5.694275567995e-02       1.112352091313e+04 
       6.055829362367e-02       1.067767065724e+04 
       6.393009345942e-02       1.028815123194e+04 
       6.715906135553e-02       9.910389955042e+03 
       7.030567961805e-02       9.520547387380e+03 
       7.340966609976e-02       9.107223393400e+03 
       7.649900650840e-02       8.667524291867e+03 
       7.959457653589e-02       8.205033866333e+03 
       8.271270964997e-02       7.728120806187e+03 
       8.586671832408e-02       7.248415487774e+03 
       8.906784286349e-02       6.779218085809e+03 
       9.232586856146e-02       6.333874492130e+03 
       9.564954123599e-02       5.924339150260e+03 
       9.904685512227e-02       5.559796717653e+03 
       1.025252570731e-01       5.245941390762e+03 
       1.060917941787e-01       4.983837076238e+03 
       1.097532220854e-01       4.770406769599e+03 
       1.135160853620e-01       4.597689808006e+03 
       1.173867775683e-01       4.454572646362e+03 
       1.213715863402e-01       4.326275518910e+03 
       1.254767272782e-01       4.197651185873e+03 
       1.297083694263e-01       4.055151973964e+03 
       1.340726544635e-01       3.886618020968e+03 
       1.385757112860e-01       3.689948118801e+03 
       1.432236673635e-01       3.468174691961e+03 
       1.480226580601e-01       3.232473228215e+03 
       1.529788349848e-01       2.998498149682e+03 
       1.580983743540e-01       2.782030293255e+03 
       1.633874863026e-01       2.596196613584e+03 
       1.688524260441e-01       2.447065097825e+03 
       1.744995077645e-01       2.332581652233e+03 
       1.803351221183e-01       2.243130253140e+03 
       1.863657581891e-01       2.164502809778e+03 
       1.925980307695e-01       2.080329868621e+03 
       1.990387138217e-01       1.978625162686e+03 
       2.056947809900e-01       1.857717046917e+03 
       2.125734540724e-01       1.725802674667e+03 
       2.196822604150e-01       1.596779466280e+03 
       2.270291002900e-01       1.483677603838e+03 
       2.346223254688e-01       1.393146045761e+03 
       2.424708304176e-01       1.323018915560e+03 
       2.505841578507e-01       1.263703654529e+03 
       2.589726207942e-01       1.203100213430e+03 
       2.676474438845e-01       1.133394440647e+03 
       2.766209273763e-01       1.055689650775e+03 
       2.859066383401e-01       9.787534966480e+02 
       2.955196348473e-01       9.116191054439e+02 
       3.054767306969e-01       8.572547058020e+02 
       3.157968105684e-01       8.109383521513e+02 
       3.265012086210e-01       7.650011724174e+02 
       3.376141678049e-01       7.153613919668e+02 
       3.491634029815e-01       6.644990219225e+02 
       3.611807990553e-01       6.179904589578e+02 
       3.737032867550e-01       5.781847134667e+02 
       3.867739550898e-01       5.421295117561e+02 
       4.004434834015e-01       5.058581183728e+02 
       4.147720114166e-01       4.692945577838e+02 
       4.298316194716e-01       4.350647256115e+02 
       4.457096744011e-01       4.042288488607e+02 
       4.625134288377e-01       3.750656693394e+02 
       4.803764774240e-01       3.461060306874e+02 
       4.994680361651e-01       3.184712976019e+02 
       5.200066420109e-01       2.928281562689e+02 
       5.422810097525e-01       2.678653452020e+02 
       5.666829345828e-01       2.436565038110e+02 
       5.937613933310e-01       2.205055738459e+02 
       6.243159385285e-01       1.977746408076e+02 
       6.595674454398e-01       1.755150023100e+02 
       7.014920337553e-01       1.533352998861e+02 
       7.535262188475e-01       1.309456954360e+02 
       8.221761139160e-01       1.078547560597e+02 
       9.208199172629e-01       8.360746990053e+01 
       1.076772977040e+00       5.856572425221e+01 
