# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  163       6.435717366695e-10       1.346022296784e-13      -6.025771050942e-12       0.000000000000e+00       2.632938458071e-12       4.913392743928e-13      -3.094747181477e-15 
  164       6.475580475675e-10       1.333086613983e-13      -5.986591157424e-12       0.000000000000e+00       2.586130092516e-12       4.844498337095e-13      -3.029614349075e-15 
  165       6.515017185741e-10       1.319809753329e-13      -5.943780079703e-12       0.000000000000e+00       2.540349935715e-12       4.776813852243e-13      -2.964906031525e-15 
  166       6.554016467972e-10       1.306216622867e-13      -5.897319540566e-12       0.000000000000e+00       2.495593131004e-12       4.710343851882e-13      -2.900650380629e-15 
  167       6.592567119544e-10       1.292333282400e-13      -5.847193329699e-12       0.000000000000e+00       2.451851804359e-12       4.645089250497e-13      -2.836874447752e-15 
  168       6.630657760822e-10       1.278186958919e-13      -5.793387343308e-12       0.000000000000e+00       2.409115001113e-12       4.581047233753e-13      -2.773604149587e-15 
  169       6.668276832462e-10       1.263806062025e-13      -5.735889623742e-12       0.000000000000e+00       2.367368622678e-12       4.518211177689e-13      -2.710864233924e-15 
  170       6.705412592498e-10       1.249220199367e-13      -5.674690399108e-12       0.000000000000e+00       2.326595363275e-12       4.456570567923e-13      -2.648678245414e-15 
  171       6.742053113448e-10       1.234460192062e-13      -5.609782122892e-12       0.000000000000e+00       2.286774646647e-12       4.396110918847e-13      -2.587068491341e-15 
  172       6.778186279402e-10       1.219558090130e-13      -5.541159513578e-12       0.000000000000e+00       2.247882562789e-12       4.336813692831e-13      -2.526056007386e-15 
  173       6.813799783122e-10       1.204547187921e-13      -5.468819594269e-12       0.000000000000e+00       2.209891804665e-12       4.278656219419e-13      -2.465660523394e-15 
  174       6.848881123140e-10       1.189462039541e-13      -5.392761732303e-12       0.000000000000e+00       2.172771604936e-12       4.221611614531e-13      -2.405900429146e-15 
  175       6.883417600849e-10       1.174338474286e-13      -5.312987678874e-12       0.000000000000e+00       2.136487672678e-12       4.165648699663e-13      -2.346792740120e-15 
  176       6.917396317601e-10       1.159213612067e-13      -5.229501608654e-12       0.000000000000e+00       2.101002130107e-12       4.110731921085e-13      -2.288353063262e-15 
  177       6.950804171806e-10       1.144125878839e-13      -5.142310159407e-12       0.000000000000e+00       2.066273449301e-12       4.056821269043e-13      -2.230595562753e-15 
  178       6.983627856025e-10       1.129115022032e-13      -5.051422471613e-12       0.000000000000e+00       2.032256388923e-12       4.003872196954e-13      -2.173532925776e-15 
  179       7.015853854065e-10       1.114222125976e-13      -4.956850228084e-12       0.000000000000e+00       1.998901930942e-12       3.951835540614e-13      -2.117176328284e-15 
  180       7.047469319721e-10       1.099488173403e-13      -4.858606372206e-12       0.000000000000e+00       1.966167100770e-12       3.900667720071e-13      -2.061532841739e-15 
  181       7.078464797160e-10       1.084949569836e-13      -4.756701065974e-12       0.000000000000e+00       1.934045432744e-12       3.850362420888e-13      -2.006597494334e-15 
  182       7.108831711704e-10       1.070642292242e-13      -4.651145485998e-12       0.000000000000e+00       1.902538810419e-12       3.800921281870e-13      -1.952360511526e-15 
  183       7.138561507953e-10       1.056603320989e-13      -4.541953150521e-12       0.000000000000e+00       1.871647774082e-12       3.752343796069e-13      -1.898809775008e-15 
  184       7.167645650137e-10       1.042870649928e-13      -4.429139954165e-12       0.000000000000e+00       1.841371493890e-12       3.704627267851e-13      -1.845930779052e-15 
  185       7.196075622453e-10       1.029483296458e-13      -4.312724202688e-12       0.000000000000e+00       1.811707742985e-12       3.657766769976e-13      -1.793706586848e-15 
  186       7.223842929413e-10       1.016481311609e-13      -4.192726647735e-12       0.000000000000e+00       1.782652870626e-12       3.611755100668e-13      -1.742117786847e-15 
  187       7.250939096183e-10       1.003905790105e-13      -4.069170521587e-12       0.000000000000e+00       1.754201775312e-12       3.566582740686e-13      -1.691142449106e-15 
  188       7.277355668929e-10       9.917988804482e-14      -3.942081571919e-12       0.000000000000e+00       1.726347877907e-12       3.522237810405e-13      -1.640756081624e-15 
  189       7.303084215161e-10       9.802037949839e-14      -3.811488096549e-12       0.000000000000e+00       1.699083094768e-12       3.478706026880e-13      -1.590931586690e-15 
  190       7.328116324074e-10       9.691648199794e-14      -3.677420978190e-12       0.000000000000e+00       1.672397810869e-12       3.435970660927e-13      -1.541639217218e-15 
  191       7.352443606893e-10       9.587273256957e-14      -3.539913719204e-12       0.000000000000e+00       1.646280852927e-12       3.394012494191e-13      -1.492846533097e-15 
  192       7.376057697218e-10       9.489377764613e-14      -3.399002476353e-12       0.000000000000e+00       1.620719462525e-12       3.352809776222e-13      -1.444518357525e-15 
  193       7.398950251361e-10       9.398437407459e-14      -3.254726095553e-12       0.000000000000e+00       1.595699269244e-12       3.312338181550e-13      -1.396616733356e-15 
  194       7.421112948698e-10       9.314939012342e-14      -3.107126146624e-12       0.000000000000e+00       1.571204263780e-12       3.272570766753e-13      -1.349100879439e-15 
  195       7.442537492006e-10       9.239380648990e-14      -2.956246958044e-12       0.000000000000e+00       1.547216771078e-12       3.233477927535e-13      -1.301927146962e-15 
  196       7.463215607808e-10       9.172271730753e-14      -2.802135651703e-12       0.000000000000e+00       1.523717423450e-12       3.195027355797e-13      -1.255048975793e-15 
  197       7.483139046719e-10       9.114133115339e-14      -2.644842177650e-12       0.000000000000e+00       1.500685133707e-12       3.157183996713e-13      -1.208416850820e-15 
  198       7.502299583784e-10       9.065497205545e-14      -2.484419348851e-12       0.000000000000e+00       1.478097068279e-12       3.119910005799e-13      -1.161978258295e-15 
  199       7.520689018828e-10       9.026908049999e-14      -2.320922875938e-12       0.000000000000e+00       1.455928620347e-12       3.083164705992e-13      -1.115677642177e-15 
  200       7.538299176793e-10       8.998921443893e-14      -2.154411401965e-12       0.000000000000e+00       1.434153382961e-12       3.046904544716e-13      -1.069456360469e-15 
  201       7.555122496497e-10       8.982078709854e-14      -1.984943491847e-12       0.000000000000e+00       1.412748322060e-12       3.011091221250e-13      -1.023266092344e-15 
  202       7.571153843044e-10       8.976825743973e-14      -1.812568288787e-12       0.000000000000e+00       1.391709763180e-12       2.975716805032e-13      -9.771102175302e-16 
  203       7.586388825690e-10       8.983588374677e-14      -1.637334256672e-12       0.000000000000e+00       1.371038496192e-12       2.940780330882e-13      -9.310053119459e-16 
  204       7.600823223132e-10       9.002798185662e-14      -1.459292190981e-12       0.000000000000e+00       1.350734666625e-12       2.906279771329e-13      -8.849679587055e-16 
  205       7.614452985596e-10       9.034892538830e-14      -1.278495244534e-12       0.000000000000e+00       1.330797764156e-12       2.872212017822e-13      -8.390147442159e-16 
  206       7.627274236915e-10       9.080314597245e-14      -1.094998953247e-12       0.000000000000e+00       1.311226611105e-12       2.838572861961e-13      -7.931622542719e-16 
  207       7.639283276615e-10       9.139513348074e-14      -9.088612618812e-13       0.000000000000e+00       1.292019350930e-12       2.805356976709e-13      -7.474270701523e-16 
  208       7.650476581995e-10       9.212943625538e-14      -7.201425497976e-13       0.000000000000e+00       1.273173436717e-12       2.772557897619e-13      -7.018257647158e-16 
  209       7.660850810210e-10       9.301066133857e-14      -5.289056567063e-13       0.000000000000e+00       1.254685619679e-12       2.740168004049e-13      -6.563748984968e-16 
  210       7.670402800352e-10       9.404347470200e-14      -3.352159084200e-13       0.000000000000e+00       1.236551937648e-12       2.708178500388e-13      -6.110910158011e-16 
  211       7.679129575538e-10       9.523260147627e-14      -1.391411426053e-13       0.000000000000e+00       1.218767703568e-12       2.676579397276e-13      -5.659906408020e-16 
  212       7.687028344984e-10       9.658282618044e-14       5.924826546520e-14       0.000000000000e+00       1.201327493990e-12       2.645359492822e-13      -5.210902736362e-16 
  213       7.694096506095e-10       9.809899295143e-14       2.598793771613e-13       0.000000000000e+00       1.184225137565e-12       2.614506353826e-13      -4.764063864994e-16 
  214       7.700331646543e-10       9.978600577352e-14       4.626766647428e-13       0.000000000000e+00       1.167453703538e-12       2.584006297001e-13      -4.319554197425e-16 
  215       7.705731546351e-10       1.016488287078e-13       6.675619856084e-13       0.000000000000e+00       1.151005490244e-12       2.553844370191e-13      -3.877537779671e-16 
  216       7.710294179974e-10       1.036924861218e-13       8.744545565428e-13       0.000000000000e+00       1.134872013599e-12       2.524004333597e-13      -3.438178261216e-16 
  217       7.714017718385e-10       1.059220629186e-13       1.083270927966e-12       0.000000000000e+00       1.119043995596e-12       2.494468640992e-13      -3.001638855971e-16 
  218       7.716900531152e-10       1.083427047668e-13       1.293924958179e-12       0.000000000000e+00       1.103511352799e-12       2.465218420945e-13      -2.568082303232e-16 
  219       7.718941188525e-10       1.109596183294e-13       1.506327787617e-12       0.000000000000e+00       1.088263184834e-12       2.436233458040e-13      -2.137670828637e-16 
  220       7.720138463517e-10       1.137780714940e-13       1.720387813091e-12       0.000000000000e+00       1.073287762887e-12       2.407492174099e-13      -1.710566105127e-16 
  221       7.720491333985e-10       1.168033936014e-13       1.936010662040e-12       0.000000000000e+00       1.058572518195e-12       2.378971609401e-13      -1.286929213905e-16 
  222       7.719998984716e-10       1.200409756759e-13       2.153099166780e-12       0.000000000000e+00       1.044104030542e-12       2.350647403904e-13      -8.669206053915e-17 
  223       7.718660809505e-10       1.234962706543e-13       2.371553338747e-12       0.000000000000e+00       1.029868016750e-12       2.322493778464e-13      -4.507000601863e-17 
  224       7.716476617645e-10       1.271744276430e-13       2.591275589701e-12       0.000000000000e+00       1.015852094126e-12       2.294489871403e-13      -3.840683757789e-18 
  225       7.713447263822e-10       1.310791680891e-13       2.812186821605e-12       0.000000000000e+00       1.002054292004e-12       2.266639239723e-13       3.699012160176e-17 
  226       7.709574062754e-10       1.352138377886e-13       3.034211321511e-12       0.000000000000e+00       9.884750652395e-13       2.238951575515e-13       7.741907665364e-17 
  227       7.704858590982e-10       1.395817657255e-13       3.257271594424e-12       0.000000000000e+00       9.751145635868e-13       2.211436459694e-13       1.174433617468e-16 
  228       7.699302689438e-10       1.441862634297e-13       3.481288350041e-12       0.000000000000e+00       9.619726267974e-13       2.184103358357e-13       1.570606796069e-16 
  229       7.692908466014e-10       1.490306243355e-13       3.706180489496e-12       0.000000000000e+00       9.490487797221e-13       2.156961619131e-13       1.962692639577e-16 
  230       7.685678298132e-10       1.541181231392e-13       3.931865092093e-12       0.000000000000e+00       9.363422274117e-13       2.130020467528e-13       2.350678881425e-16 
  231       7.677614835311e-10       1.594520151575e-13       4.158257402054e-12       0.000000000000e+00       9.238518502180e-13       2.103289003297e-13       2.734558737453e-16 
  232       7.668721001739e-10       1.650355356856e-13       4.385270815258e-12       0.000000000000e+00       9.115761988947e-13       2.076776196775e-13       3.114330992126e-16 
  233       7.658999998840e-10       1.708718993554e-13       4.612816865979e-12       0.000000000000e+00       8.995134896986e-13       2.050490885243e-13       3.490000084742e-16 
  234       7.648455307845e-10       1.769642994931e-13       4.840805213631e-12       0.000000000000e+00       8.876615994900e-13       2.024441769275e-13       3.861576195652e-16 
  235       7.637090692360e-10       1.833159074781e-13       5.069143629505e-12       0.000000000000e+00       8.760180608343e-13       1.998637409092e-13       4.229075332469e-16 
  236       7.624910200932e-10       1.899298721006e-13       5.297737983513e-12       0.000000000000e+00       8.645800571027e-13       1.973086220915e-13       4.592519416286e-16 
  237       7.611918169624e-10       1.968093189196e-13       5.526492230928e-12       0.000000000000e+00       8.533444175728e-13       1.947796473318e-13       4.951936367886e-16 
  238       7.598119224582e-10       2.039573496214e-13       5.755308399122e-12       0.000000000000e+00       8.423076125302e-13       1.922776283579e-13       5.307360193957e-16 
  239       7.583518284600e-10       2.113770413776e-13       5.984086574313e-12       0.000000000000e+00       8.314657483690e-13       1.898033614032e-13       5.658831073308e-16 
  240       7.568120563695e-10       2.190714462029e-13       6.212724888298e-12       0.000000000000e+00       8.208145626928e-13       1.873576268423e-13       6.006395443079e-16 
  241       7.551931573674e-10       2.270435903137e-13       6.441119505202e-12       0.000000000000e+00       8.103494194160e-13       1.849411888259e-13       6.350106084959e-16 
  242       7.534957126700e-10       2.352964734858e-13       6.669164608211e-12       0.000000000000e+00       8.000653038643e-13       1.825547949161e-13       6.690022211397e-16 
  243       7.517203337866e-10       2.438330684127e-13       6.896752386318e-12       0.000000000000e+00       7.899568178759e-13       1.801991757220e-13       7.026209551817e-16 
  244       7.498676627761e-10       2.526563200636e-13       7.123773021065e-12       0.000000000000e+00       7.800181749023e-13       1.778750445346e-13       7.358740438831e-16 
  245       7.479383725040e-10       2.617691450418e-13       7.350114673278e-12       0.000000000000e+00       7.702431951096e-13       1.755830969621e-13       7.687693894452e-16 
  246       7.459331668993e-10       2.711744309423e-13       7.575663469813e-12       0.000000000000e+00       7.606253004789e-13       1.733240105651e-13       8.013155716312e-16 
  247       7.438527812115e-10       2.808750357105e-13       7.800303490293e-12       0.000000000000e+00       7.511575099080e-13       1.710984444923e-13       8.335218563872e-16 
  248       7.416979822672e-10       2.908737869998e-13       8.023916753854e-12       0.000000000000e+00       7.418324343116e-13       1.689070391151e-13       8.653982044635e-16 
  249       7.394695687276e-10       3.011734815300e-13       8.246383205880e-12       0.000000000000e+00       7.326422717226e-13       1.667504156634e-13       8.969552800363e-16 
