# Matter power spectrum P(k) at redshift z=0
# for k=1.04968e-05 to 1.07677 h/Mpc,
# number of wavenumbers equal to 112
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.049679010621e-05       4.492601919701e+01 
       1.321467580698e-05       5.670340520384e+01 
       1.663629118203e-05       7.215035024250e+01 
       2.094384972706e-05       9.131513684239e+01 
       2.636674464220e-05       1.145624001632e+02 
       3.319376485635e-05       1.446227617358e+02 
       4.178847409078e-05       1.791975512790e+02 
       5.260857195298e-05       2.243350097242e+02 
       6.623026810981e-05       2.802491899161e+02 
       8.337896755338e-05       3.501777153994e+02 
       1.049679010621e-04       4.373597725534e+02 
       1.321467580698e-04       5.462063267079e+02 
       1.663629118203e-04       6.820987623299e+02 
       2.094384972706e-04       8.517031835159e+02 
       2.636674464220e-04       1.063275311364e+03 
       3.319376485635e-04       1.327003486955e+03 
       4.178847409078e-04       1.655323116516e+03 
       5.260857195298e-04       2.063364183845e+03 
       6.623026810981e-04       2.569251369685e+03 
       8.337896755338e-04       3.194309239182e+03 
       1.049679010621e-03       3.963041183269e+03 
       1.321467580698e-03       4.902551694979e+03 
       1.663629118203e-03       6.040941509547e+03 
       2.094384972706e-03       7.405066738036e+03 
       2.636674464220e-03       9.015959723358e+03 
       3.319376485635e-03       1.088288870096e+04 
       4.178847409078e-03       1.299496416229e+04 
       5.260857195298e-03       1.530971432921e+04 
       6.623026810981e-03       1.773906927724e+04 
       8.337896755338e-03       2.013440296037e+04 
       1.049679010621e-02       2.227150210993e+04 
       1.321467580698e-02       2.384090215756e+04 
       1.663629118200e-02       2.446584902171e+04 
       2.094384956115e-02       2.377164777325e+04 
       2.636661815037e-02       2.157969873592e+04 
       3.317623484010e-02       1.822026847567e+04 
       4.120444211505e-02       1.484867378279e+04 
       4.798009889481e-02       1.291548052819e+04 
       5.289273859712e-02       1.196746853428e+04 
       5.694275567995e-02       1.137814821433e+04 
       6.055829362367e-02       1.093431240529e+04 
       6.393009345942e-02       1.054658978755e+04 
       6.715906135553e-02       1.016986521315e+04 
       7.030567961805e-02       9.779883247001e+03 
       7.340966609976e-02       9.364920133636e+03 
       7.649900650840e-02       8.921956510388e+03 
       7.959457653589e-02       8.454504950059e+03 
       8.271270964997e-02       7.971094863895e+03 
       8.586671832408e-02       7.483572893599e+03 
       8.906784286349e-02       7.005632308857e+03 
       9.232586856146e-02       6.551046030453e+03 
       9.564954123599e-02       6.132238280586e+03 
       9.904685512227e-02       5.758893838975e+03 
       1.025252570731e-01       5.436937600679e+03 
       1.060917941787e-01       5.167948949965e+03 
       1.097532220854e-01       4.948833280158e+03 
       1.135160853620e-01       4.771981380138e+03 
       1.173867775683e-01       4.625693877738e+03 
       1.213715863402e-01       4.495279633488e+03 
       1.254767272782e-01       4.364702663352e+03 
       1.297083694263e-01       4.219078894632e+03 
       1.340726544635e-01       4.047573497694e+03 
       1.385757112860e-01       3.845979197822e+03 
       1.432236673635e-01       3.618056632505e+03 
       1.480226580601e-01       3.374992222650e+03 
       1.529788349848e-01       3.132712257276e+03 
       1.580983743540e-01       2.908028034008e+03 
       1.633874863026e-01       2.714367778976e+03 
       1.688524260441e-01       2.558446290513e+03 
       1.744995077645e-01       2.438533832312e+03 
       1.803351221183e-01       2.344830057008e+03 
       1.863657581891e-01       2.262736638226e+03 
       1.925980307695e-01       2.175256500405e+03 
       1.990387138217e-01       2.069682197273e+03 
       2.056947809900e-01       1.943948762477e+03 
       2.125734540724e-01       1.806338010096e+03 
       2.196822604150e-01       1.671199876911e+03 
       2.270291002900e-01       1.552215061918e+03 
       2.346223254688e-01       1.456547265258e+03 
       2.424708304176e-01       1.382218441636e+03 
       2.505841578507e-01       1.319420841592e+03 
       2.589726207942e-01       1.255564381653e+03 
       2.676474438845e-01       1.182348853407e+03 
       2.766209273763e-01       1.100728951603e+03 
       2.859066383401e-01       1.019570311419e+03 
       2.955196348473e-01       9.484969761632e+02 
       3.054767306969e-01       8.907321740971e+02 
       3.157968105684e-01       8.415428698922e+02 
       3.265012086210e-01       7.929398426323e+02 
       3.376141678049e-01       7.405647654743e+02 
       3.491634029815e-01       6.868719059690e+02 
       3.611807990553e-01       6.376475037568e+02 
       3.737032867550e-01       5.954509005167e+02 
       3.867739550898e-01       5.572797854858e+02 
       4.004434834015e-01       5.190163624805e+02 
       4.147720114166e-01       4.804863797458e+02 
       4.298316194716e-01       4.444041600716e+02 
       4.457096744011e-01       4.119134982521e+02 
       4.625134288377e-01       3.812688920488e+02 
       4.803764774240e-01       3.509232896707e+02 
       4.994680361651e-01       3.219913939450e+02 
       5.200066420109e-01       2.952145409161e+02 
       5.422810097525e-01       2.692381474676e+02 
       5.666829345828e-01       2.441165647233e+02 
       5.937613933310e-01       2.201829120449e+02 
       6.243159385285e-01       1.967841370441e+02 
       6.595674454398e-01       1.739791207400e+02 
       7.014920337553e-01       1.513805002042e+02 
       7.535262188475e-01       1.287173841335e+02 
       8.221761139160e-01       1.055221743080e+02 
       9.208199172629e-01       8.138437742630e+01 
       1.076772977040e+00       5.670430014230e+01 
