# PT power spectra for matter and bias tracers P, P_CTR (for c_s^2 = 1 (Mpc/h)^2 ), Id2d2, Id2, IG2, Id2G2, IG2G2, IFG2, P_Tree at redshift z=0
# for k=1.04821e-05 to 104.929 h/Mpc,
# number of wavenumbers equal to 132
#    1:k (h/Mpc)              2:P_1loop (Mpc/h)^3      3:P_CTR (Mpc/h)^3        4:Id2d2 (Mpc/h)^3        5:Id2 (Mpc/h)^3          6:IG2 (Mpc/h)^3          7:Id2G2 (Mpc/h)^3        8:IG2G2 (Mpc/h)^3        9:IFG2 (Mpc/h)^3        10:P_Tree (Mpc/h)^3   
       1.320974557934e+01       1.109922068892e-12      -1.946160330336e+01       2.737254387161e+06       6.663247288288e+00      -7.608546813096e+00       2.745830718470e+06      -2.745832123294e+06      -8.267205580641e+00       1.115286536624e-01 
       1.663008439317e+01       1.109922068892e-12      -1.677844863602e+01       2.737250374478e+06       4.155755021877e+00      -5.883834212657e+00       2.745833312287e+06      -2.745834176655e+06      -6.349353967187e+00       6.066806430163e-02 
       2.093603584284e+01       1.109922068892e-12      -1.441217291968e+01       2.737247869234e+06       2.566465791525e+00      -4.795007860663e+00       2.745834936652e+06      -2.745835463838e+06      -5.148231566160e+00       3.288044673090e-02 
       2.635690754478e+01       1.109922068892e-12      -1.233394240040e+01       2.737246320078e+06       1.570435947748e+00      -4.115048217446e+00       2.745835943792e+06      -2.745836262593e+06      -4.397882018136e+00       1.775456911191e-02 
       3.318138068444e+01       1.109922068892e-12      -1.051775593172e+01       2.737245370640e+06       9.523948898176e-01      -3.694547971576e+00       2.745836562474e+06      -2.745836753584e+06      -3.929198517490e+00       9.552815787620e-03 
       4.177288334205e+01       1.109922068892e-12      -8.936360385812e+00       2.737244793409e+06       5.723116188043e-01      -3.436786301972e+00       2.745836939349e+06      -2.745837052774e+06      -3.635345772039e+00       5.121169768723e-03 
       5.258894436322e+01       1.109922068892e-12      -7.566528657467e+00       2.737244444881e+06       3.405439030188e-01      -3.280078711032e+00       2.745837167255e+06      -2.745837233615e+06      -3.449740573135e+00       2.735933072979e-03 
       6.620555843829e+01       1.109922068892e-12      -6.381023471796e+00       2.737244235053e+06       2.000129133744e-01      -3.185278548249e+00       2.745837304658e+06      -2.745837342385e+06      -3.330831020612e+00       1.455792548770e-03 
       8.334785991999e+01       1.109922068892e-12      -5.356153369289e+00       2.737244107106e+06       1.142300302124e-01      -3.127325223915e+00       2.745837388734e+06      -2.745837408528e+06      -3.253133383810e+00       7.710073946640e-04 
       1.049287388719e+02       1.109922068892e-12      -4.471074666679e+00       2.745837496512e+06       5.419541352012e-16      -3.050930856773e+00       2.745837496512e+06      -2.745837496512e+06      -3.050930856773e+00       4.060906743943e-04 
